"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
26,"blue-collar","single","secondary","no",184,"no","no","cellular",3,"feb",110,2,6,1,"other","no"
50,"admin.","divorced","secondary","no",237,"no","yes","telephone",5,"nov",169,1,-1,0,"unknown","yes"
23,"student","single","unknown","no",2530,"no","no","cellular",12,"may",411,1,-1,0,"unknown","yes"
51,"admin.","divorced","secondary","no",340,"yes","no","unknown",8,"may",186,1,-1,0,"unknown","no"
38,"technician","married","primary","no",217,"yes","no","unknown",9,"jun",491,6,-1,0,"unknown","yes"
27,"admin.","married","secondary","no",1293,"yes","no","cellular",8,"apr",1665,3,-1,0,"unknown","yes"
30,"admin.","married","secondary","no",396,"yes","no","cellular",13,"may",366,3,348,2,"failure","yes"
50,"self-employed","married","tertiary","no",202,"yes","no","cellular",15,"apr",107,1,148,4,"failure","no"
65,"retired","married","secondary","no",2326,"no","yes","cellular",21,"aug",276,1,-1,0,"unknown","yes"
51,"retired","single","tertiary","no",730,"yes","no","unknown",18,"nov",287,2,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",-29,"yes","no","unknown",12,"may",322,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",97,"no","yes","cellular",8,"jul",212,2,-1,0,"unknown","no"
29,"student","single","unknown","no",7585,"no","no","cellular",3,"mar",145,2,198,1,"failure","yes"
50,"services","married","secondary","no",1501,"no","no","cellular",21,"aug",946,4,-1,0,"unknown","yes"
29,"admin.","single","secondary","no",1261,"no","no","cellular",5,"feb",605,1,-1,0,"unknown","no"
27,"technician","single","secondary","no",3933,"no","no","cellular",28,"jul",837,3,-1,0,"unknown","yes"
34,"self-employed","married","secondary","no",179,"yes","yes","cellular",24,"jul",137,4,-1,0,"unknown","no"
44,"unemployed","divorced","tertiary","no",0,"no","no","cellular",5,"feb",1960,3,-1,0,"unknown","yes"
40,"management","married","secondary","no",406,"yes","no","unknown",12,"jun",577,2,-1,0,"unknown","yes"
42,"admin.","single","unknown","no",22,"no","no","unknown",19,"jun",246,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",952,"yes","no","cellular",29,"apr",1241,5,-1,0,"unknown","yes"
50,"technician","married","secondary","no",778,"no","no","cellular",23,"jul",16,1,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",820,"no","no","cellular",19,"oct",98,1,-1,0,"unknown","yes"
55,"retired","married","primary","no",1821,"no","no","cellular",8,"aug",224,2,-1,0,"unknown","no"
33,"entrepreneur","married","tertiary","no",606,"yes","no","cellular",2,"feb",194,1,-1,0,"unknown","no"
33,"housemaid","single","tertiary","no",1107,"yes","no","cellular",18,"mar",201,1,-1,0,"unknown","yes"
32,"blue-collar","married","primary","no",-6,"yes","no","cellular",6,"may",169,2,-1,0,"unknown","no"
42,"management","married","secondary","yes",-34,"no","no","cellular",5,"feb",176,1,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",89,"yes","no","cellular",18,"jul",278,2,-1,0,"unknown","yes"
53,"management","married","tertiary","no",6571,"no","no","cellular",3,"feb",208,1,-1,0,"unknown","yes"
37,"entrepreneur","married","tertiary","no",310,"no","no","cellular",1,"sep",76,1,-1,0,"unknown","no"
48,"admin.","divorced","secondary","no",362,"no","no","cellular",13,"aug",529,1,-1,0,"unknown","yes"
37,"management","married","tertiary","no",658,"yes","no","cellular",5,"may",838,1,-1,0,"unknown","yes"
39,"services","single","secondary","no",322,"yes","no","cellular",11,"may",35,1,350,1,"failure","no"
59,"blue-collar","married","primary","no",-546,"no","no","cellular",25,"aug",1152,6,-1,0,"unknown","yes"
36,"admin.","married","secondary","no",746,"yes","no","cellular",17,"nov",581,3,-1,0,"unknown","no"
34,"management","married","tertiary","no",3402,"no","no","cellular",3,"jun",88,2,-1,0,"unknown","no"
33,"management","single","tertiary","no",2360,"yes","no","cellular",20,"nov",268,1,-1,0,"unknown","no"
58,"management","married","tertiary","no",2261,"yes","no","cellular",3,"jun",1361,1,391,1,"failure","no"
45,"management","single","tertiary","no",4831,"no","no","cellular",29,"jan",479,11,-1,0,"unknown","yes"
25,"student","single","secondary","no",3090,"no","no","cellular",21,"aug",139,1,-1,0,"unknown","no"
45,"blue-collar","divorced","primary","no",-207,"no","no","cellular",15,"jul",878,2,-1,0,"unknown","yes"
60,"management","married","tertiary","no",2222,"yes","no","cellular",11,"jul",1120,2,-1,0,"unknown","yes"
44,"management","married","unknown","no",2724,"no","no","cellular",28,"dec",893,1,-1,0,"unknown","yes"
32,"student","single","secondary","no",1102,"no","no","telephone",8,"oct",194,1,-1,0,"unknown","yes"
53,"housemaid","married","primary","no",362,"no","no","cellular",28,"jul",1169,2,-1,0,"unknown","yes"
37,"technician","married","tertiary","no",0,"no","no","cellular",28,"aug",76,1,-1,0,"unknown","no"
58,"blue-collar","married","primary","no",1357,"yes","no","unknown",13,"may",150,2,-1,0,"unknown","no"
61,"admin.","married","secondary","no",4608,"no","no","cellular",12,"mar",212,1,-1,0,"unknown","yes"
44,"technician","married","tertiary","no",1818,"yes","yes","cellular",3,"feb",508,1,92,4,"failure","yes"
55,"unemployed","divorced","secondary","no",309,"no","no","cellular",21,"oct",467,2,184,1,"success","yes"
30,"management","single","tertiary","no",6392,"yes","no","cellular",5,"may",335,1,-1,0,"unknown","no"
34,"blue-collar","married","tertiary","no",748,"yes","yes","cellular",6,"may",161,1,-1,0,"unknown","no"
41,"management","married","tertiary","no",0,"no","no","cellular",11,"aug",1242,5,-1,0,"unknown","yes"
59,"retired","married","primary","no",5521,"yes","yes","unknown",13,"may",94,1,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",0,"yes","no","cellular",17,"jul",82,1,-1,0,"unknown","no"
37,"unknown","single","tertiary","no",0,"no","no","cellular",8,"jun",257,2,97,1,"success","yes"
27,"student","single","tertiary","no",3733,"yes","no","telephone",13,"feb",299,6,-1,0,"unknown","yes"
26,"admin.","married","secondary","no",710,"yes","yes","unknown",6,"jun",1276,2,-1,0,"unknown","yes"
39,"technician","married","secondary","no",603,"no","yes","cellular",15,"apr",214,1,-1,0,"unknown","yes"
35,"management","married","tertiary","no",109,"no","yes","cellular",21,"aug",257,2,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",137,"no","yes","cellular",25,"jul",359,1,-1,0,"unknown","no"
54,"housemaid","single","secondary","no",1213,"no","no","cellular",12,"nov",241,1,-1,0,"unknown","yes"
36,"management","married","tertiary","no",0,"yes","no","unknown",27,"may",145,2,-1,0,"unknown","no"
24,"blue-collar","single","secondary","no",174,"yes","yes","cellular",18,"may",487,1,-1,0,"unknown","yes"
46,"services","divorced","unknown","no",973,"no","no","cellular",2,"feb",297,1,-1,0,"unknown","no"
49,"management","married","tertiary","no",1311,"yes","no","cellular",8,"may",813,1,-1,0,"unknown","yes"
29,"management","single","tertiary","no",437,"no","no","cellular",5,"aug",504,1,92,1,"success","yes"
67,"management","divorced","tertiary","no",361,"no","no","cellular",13,"oct",411,2,-1,0,"unknown","yes"
54,"housemaid","married","primary","no",167,"yes","no","cellular",22,"jul",106,2,-1,0,"unknown","no"
59,"unknown","married","unknown","no",2443,"no","no","unknown",20,"jun",8,8,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",21522,"no","no","unknown",24,"jun",146,4,-1,0,"unknown","no"
28,"services","single","secondary","no",168,"no","no","cellular",1,"jun",347,3,140,2,"success","yes"
38,"management","single","tertiary","no",1637,"no","yes","cellular",5,"aug",231,1,-1,0,"unknown","no"
30,"technician","single","tertiary","no",0,"yes","no","cellular",5,"jun",159,2,-1,0,"unknown","yes"
40,"services","married","secondary","no",4157,"yes","no","unknown",15,"may",735,1,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",238,"yes","yes","cellular",13,"mar",3076,1,-1,0,"unknown","yes"
53,"management","married","tertiary","no",9072,"no","no","cellular",18,"nov",117,2,-1,0,"unknown","no"
35,"admin.","single","tertiary","no",777,"no","yes","cellular",28,"may",85,1,-1,0,"unknown","no"
52,"self-employed","married","tertiary","no",6657,"no","no","telephone",30,"apr",917,1,-1,0,"unknown","yes"
40,"unemployed","divorced","secondary","no",262,"yes","no","unknown",14,"may",163,5,-1,0,"unknown","no"
30,"technician","married","secondary","no",418,"yes","no","unknown",3,"jun",112,1,-1,0,"unknown","no"
70,"retired","married","secondary","no",2575,"no","no","telephone",20,"apr",216,2,-1,0,"unknown","yes"
32,"blue-collar","married","secondary","no",1,"yes","no","cellular",18,"nov",77,3,-1,0,"unknown","no"
54,"admin.","married","secondary","no",0,"yes","yes","cellular",23,"jul",117,1,-1,0,"unknown","no"
41,"admin.","single","secondary","no",2002,"yes","no","cellular",15,"may",172,2,350,1,"failure","no"
54,"management","divorced","tertiary","no",3473,"yes","no","cellular",12,"aug",306,2,-1,0,"unknown","no"
29,"admin.","single","secondary","no",1070,"yes","no","unknown",19,"may",30,1,357,1,"other","yes"
33,"unemployed","single","secondary","no",2066,"no","yes","cellular",9,"sep",305,1,749,2,"failure","yes"
40,"management","married","tertiary","no",-63,"no","yes","cellular",2,"jul",196,1,-1,0,"unknown","no"
36,"self-employed","married","tertiary","no",506,"no","no","cellular",3,"nov",217,1,70,2,"failure","yes"
45,"management","single","tertiary","no",997,"no","yes","cellular",19,"nov",152,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",79,"yes","no","cellular",28,"jul",219,3,-1,0,"unknown","no"
24,"management","single","tertiary","no",393,"no","no","cellular",27,"sep",1298,1,-1,0,"unknown","yes"
26,"technician","single","tertiary","no",4130,"no","no","cellular",28,"jan",104,2,-1,0,"unknown","no"
38,"technician","married","secondary","no",0,"yes","no","cellular",22,"jul",1545,1,-1,0,"unknown","yes"
35,"self-employed","single","tertiary","no",1129,"yes","no","cellular",21,"nov",64,2,184,2,"failure","no"
29,"self-employed","married","tertiary","no",2305,"no","no","cellular",27,"may",82,2,-1,0,"unknown","no"
31,"admin.","married","secondary","no",0,"yes","yes","cellular",18,"nov",79,3,-1,0,"unknown","no"
31,"technician","married","tertiary","no",26,"no","yes","cellular",18,"nov",419,1,127,6,"other","yes"
23,"admin.","single","tertiary","no",897,"yes","no","cellular",8,"feb",190,2,280,8,"failure","yes"
35,"blue-collar","married","primary","no",624,"yes","no","unknown",7,"may",163,1,-1,0,"unknown","no"
57,"technician","divorced","secondary","no",3043,"no","no","cellular",14,"aug",707,2,-1,0,"unknown","yes"
38,"technician","single","secondary","no",1019,"yes","no","cellular",6,"may",249,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",925,"no","no","cellular",14,"dec",321,3,189,4,"success","yes"
39,"technician","married","secondary","no",4101,"yes","no","cellular",18,"feb",146,2,264,1,"other","yes"
24,"student","single","secondary","no",23878,"no","no","cellular",18,"feb",185,1,-1,0,"unknown","yes"
34,"admin.","married","secondary","no",1406,"yes","no","cellular",27,"may",145,1,-1,0,"unknown","yes"
40,"services","single","secondary","no",573,"yes","no","cellular",14,"may",329,1,-1,0,"unknown","no"
37,"management","divorced","tertiary","no",1775,"no","no","cellular",15,"jul",514,5,-1,0,"unknown","yes"
46,"services","divorced","unknown","no",3390,"no","no","unknown",20,"jun",152,3,-1,0,"unknown","no"
55,"management","single","secondary","no",220,"yes","no","unknown",6,"may",328,2,-1,0,"unknown","no"
33,"management","single","tertiary","no",2667,"yes","no","cellular",18,"may",57,1,180,3,"failure","no"
27,"student","married","secondary","no",119,"yes","no","cellular",16,"jul",781,2,-1,0,"unknown","yes"
50,"admin.","married","secondary","no",159,"yes","no","unknown",7,"may",216,2,-1,0,"unknown","no"
31,"services","single","secondary","no",658,"no","no","cellular",22,"may",100,1,-1,0,"unknown","no"
48,"housemaid","married","secondary","no",3570,"no","no","cellular",5,"jun",58,2,-1,0,"unknown","no"
36,"technician","married","tertiary","no",341,"no","no","cellular",13,"aug",282,1,-1,0,"unknown","yes"
36,"management","single","tertiary","no",171,"no","no","unknown",17,"jun",398,4,-1,0,"unknown","no"
54,"services","divorced","secondary","no",0,"no","no","cellular",18,"mar",362,1,290,3,"success","yes"
30,"services","married","secondary","no",517,"no","no","cellular",11,"dec",141,2,-1,0,"unknown","yes"
27,"admin.","single","secondary","no",454,"no","yes","cellular",15,"jul",331,2,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",3304,"no","no","unknown",11,"jun",409,3,-1,0,"unknown","no"
29,"blue-collar","single","secondary","no",228,"no","no","cellular",5,"feb",355,1,-1,0,"unknown","no"
50,"unknown","married","primary","no",341,"yes","yes","cellular",20,"apr",670,4,340,2,"success","yes"
59,"blue-collar","married","unknown","no",337,"no","no","unknown",18,"jun",100,4,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",2870,"yes","no","unknown",6,"jun",94,2,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",0,"yes","no","cellular",6,"may",239,2,-1,0,"unknown","no"
25,"self-employed","married","tertiary","no",1182,"yes","no","unknown",26,"may",141,2,-1,0,"unknown","no"
26,"blue-collar","single","tertiary","no",644,"no","no","cellular",2,"dec",346,1,-1,0,"unknown","yes"
49,"technician","married","tertiary","no",523,"yes","no","cellular",3,"mar",152,2,-1,0,"unknown","yes"
47,"admin.","single","secondary","no",3957,"yes","no","telephone",11,"may",58,3,334,3,"other","no"
34,"services","single","tertiary","no",371,"no","no","unknown",20,"may",77,1,-1,0,"unknown","no"
45,"services","single","secondary","no",482,"yes","yes","unknown",30,"may",637,2,-1,0,"unknown","no"
44,"blue-collar","divorced","unknown","no",284,"no","no","cellular",3,"feb",167,4,187,5,"other","no"
35,"management","single","tertiary","no",992,"no","yes","cellular",1,"sep",238,1,-1,0,"unknown","yes"
47,"blue-collar","married","secondary","no",2548,"yes","no","cellular",11,"may",577,1,368,1,"other","no"
36,"blue-collar","married","primary","no",319,"yes","no","cellular",13,"may",774,2,301,1,"failure","yes"
55,"management","divorced","tertiary","no",0,"no","no","cellular",22,"oct",360,5,-1,0,"unknown","yes"
54,"management","married","tertiary","no",2819,"no","no","cellular",7,"aug",123,3,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",812,"yes","no","cellular",23,"sep",245,1,-1,0,"unknown","no"
81,"retired","divorced","primary","no",949,"no","no","cellular",27,"sep",188,2,280,1,"other","yes"
35,"unemployed","single","tertiary","no",415,"no","no","cellular",4,"may",164,2,89,2,"success","yes"
33,"technician","married","secondary","no",-616,"yes","yes","unknown",27,"may",320,1,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",490,"yes","no","unknown",5,"may",386,2,-1,0,"unknown","no"
27,"management","single","tertiary","no",1720,"no","no","cellular",15,"jun",910,1,224,3,"success","yes"
60,"admin.","married","unknown","no",4629,"yes","no","cellular",27,"oct",624,1,-1,0,"unknown","yes"
21,"blue-collar","single","secondary","no",2265,"no","no","cellular",27,"may",156,4,99,2,"success","no"
36,"admin.","single","secondary","no",8785,"yes","no","cellular",20,"nov",425,2,-1,0,"unknown","no"
45,"admin.","married","secondary","no",205,"no","no","cellular",3,"feb",373,1,92,1,"success","yes"
37,"technician","married","secondary","no",261,"no","no","cellular",29,"aug",301,4,-1,0,"unknown","no"
60,"management","married","tertiary","no",315,"no","no","cellular",1,"sep",840,1,183,3,"success","yes"
29,"blue-collar","single","secondary","no",415,"no","yes","cellular",28,"jan",161,1,-1,0,"unknown","no"
46,"management","divorced","tertiary","no",507,"yes","no","cellular",1,"apr",1196,1,-1,0,"unknown","yes"
43,"management","married","tertiary","no",0,"yes","no","cellular",7,"may",240,3,293,5,"failure","no"
30,"management","single","tertiary","no",640,"no","no","cellular",6,"feb",124,4,213,2,"failure","no"
34,"technician","married","secondary","no",1035,"no","no","cellular",25,"aug",1374,10,-1,0,"unknown","yes"
43,"management","married","tertiary","no",0,"yes","no","cellular",21,"jul",474,1,-1,0,"unknown","no"
26,"blue-collar","married","secondary","no",-11,"yes","yes","cellular",17,"jul",1150,3,-1,0,"unknown","yes"
40,"technician","married","secondary","no",0,"yes","yes","cellular",26,"jul",105,2,172,1,"failure","no"
53,"retired","divorced","tertiary","no",-309,"yes","no","cellular",21,"aug",343,2,428,2,"success","yes"
34,"management","married","tertiary","no",3301,"yes","no","cellular",17,"jun",485,2,227,4,"failure","yes"
29,"management","single","tertiary","no",2753,"no","no","cellular",30,"apr",645,1,-1,0,"unknown","yes"
27,"technician","married","tertiary","no",276,"no","no","unknown",16,"may",218,2,-1,0,"unknown","no"
45,"unemployed","divorced","primary","yes",11,"no","no","cellular",13,"aug",489,5,-1,0,"unknown","yes"
69,"retired","married","secondary","no",2473,"no","no","cellular",8,"jul",967,3,-1,0,"unknown","yes"
35,"technician","single","secondary","no",365,"yes","no","unknown",8,"may",256,2,-1,0,"unknown","no"
37,"blue-collar","single","secondary","no",133,"yes","no","cellular",11,"may",1388,2,-1,0,"unknown","yes"
74,"retired","married","tertiary","no",1843,"no","no","cellular",15,"mar",192,1,185,2,"success","yes"
27,"management","single","tertiary","yes",0,"yes","no","unknown",19,"may",352,1,-1,0,"unknown","no"
64,"retired","divorced","secondary","no",4833,"no","no","cellular",20,"oct",621,1,181,3,"failure","yes"
28,"technician","single","secondary","no",113,"no","no","cellular",13,"aug",204,3,105,1,"failure","yes"
35,"entrepreneur","married","tertiary","no",-31,"yes","no","cellular",21,"nov",171,2,-1,0,"unknown","no"
34,"admin.","married","secondary","no",445,"no","no","cellular",19,"aug",256,2,-1,0,"unknown","no"
37,"management","married","tertiary","no",6771,"no","no","cellular",5,"mar",319,1,-1,0,"unknown","yes"
29,"admin.","married","secondary","no",0,"yes","no","unknown",9,"may",121,1,-1,0,"unknown","no"
47,"housemaid","married","primary","no",183,"no","no","cellular",13,"aug",144,1,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",5005,"no","yes","cellular",3,"apr",117,1,-1,0,"unknown","yes"
32,"management","married","tertiary","no",2431,"yes","no","cellular",14,"may",646,5,-1,0,"unknown","yes"
37,"retired","married","secondary","no",71,"no","yes","cellular",8,"may",254,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",1396,"yes","no","cellular",17,"jul",630,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",1246,"yes","no","cellular",30,"apr",509,1,85,2,"success","yes"
51,"blue-collar","divorced","primary","no",5,"no","no","cellular",29,"jul",600,2,-1,0,"unknown","yes"
36,"blue-collar","married","secondary","no",536,"yes","no","cellular",8,"apr",274,3,-1,0,"unknown","yes"
31,"management","married","tertiary","no",1170,"no","no","cellular",20,"aug",200,4,-1,0,"unknown","no"
33,"management","single","tertiary","no",0,"yes","no","cellular",13,"may",585,1,-1,0,"unknown","yes"
68,"retired","married","secondary","no",2469,"yes","no","telephone",15,"jul",552,2,-1,0,"unknown","yes"
80,"retired","married","secondary","no",668,"no","no","telephone",8,"jul",250,1,371,1,"success","yes"
39,"blue-collar","married","primary","no",70,"no","no","unknown",8,"may",813,1,-1,0,"unknown","yes"
39,"services","single","tertiary","no",410,"no","no","unknown",19,"jun",266,4,-1,0,"unknown","no"
46,"services","divorced","secondary","no",281,"yes","yes","cellular",6,"may",267,1,-1,0,"unknown","no"
29,"blue-collar","single","unknown","no",694,"yes","yes","cellular",16,"jul",1806,4,-1,0,"unknown","yes"
26,"blue-collar","single","secondary","no",277,"no","no","unknown",14,"may",514,2,-1,0,"unknown","no"
25,"management","single","tertiary","no",528,"no","no","cellular",14,"aug",201,1,-1,0,"unknown","yes"
36,"management","married","tertiary","no",495,"no","no","cellular",12,"mar",213,3,182,6,"success","yes"
30,"technician","single","tertiary","no",3086,"yes","no","cellular",7,"may",84,3,168,1,"failure","no"
34,"blue-collar","married","secondary","no",1089,"yes","no","cellular",13,"may",394,3,-1,0,"unknown","yes"
41,"technician","married","unknown","no",30,"yes","no","cellular",10,"jul",151,1,-1,0,"unknown","no"
37,"management","single","tertiary","no",102,"yes","no","cellular",6,"may",445,1,258,2,"failure","yes"
73,"retired","married","primary","no",5539,"no","no","telephone",6,"aug",338,1,-1,0,"unknown","yes"
26,"technician","single","secondary","no",0,"no","yes","cellular",30,"jul",65,26,-1,0,"unknown","no"
29,"management","single","tertiary","no",1026,"no","no","cellular",12,"feb",138,2,92,2,"success","yes"
55,"retired","married","secondary","no",1504,"yes","yes","cellular",17,"nov",761,1,-1,0,"unknown","yes"
29,"services","married","secondary","no",30,"yes","no","cellular",23,"jul",74,3,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",1055,"no","no","unknown",18,"nov",150,2,-1,0,"unknown","yes"
39,"blue-collar","divorced","primary","no",3,"no","yes","unknown",1,"jul",625,1,-1,0,"unknown","no"
29,"student","single","secondary","no",1377,"yes","no","cellular",3,"aug",248,1,446,2,"success","yes"
42,"unemployed","married","tertiary","no",576,"no","no","cellular",3,"jun",447,2,96,1,"success","yes"
43,"admin.","married","secondary","no",1996,"no","yes","cellular",31,"jul",34,3,-1,0,"unknown","no"
34,"admin.","married","secondary","no",869,"no","no","unknown",6,"may",1677,1,-1,0,"unknown","yes"
57,"management","divorced","tertiary","no",6468,"yes","no","cellular",4,"sep",730,1,157,4,"failure","yes"
33,"management","single","tertiary","no",1271,"yes","no","cellular",15,"apr",636,3,330,1,"failure","yes"
45,"management","single","tertiary","no",1411,"no","no","cellular",7,"sep",800,2,102,3,"failure","yes"
23,"services","single","secondary","no",665,"yes","no","unknown",28,"may",1183,1,-1,0,"unknown","yes"
32,"self-employed","married","primary","no",286,"yes","no","cellular",6,"aug",175,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",3850,"yes","no","cellular",12,"aug",239,2,100,4,"failure","yes"
30,"blue-collar","single","secondary","no",2145,"yes","no","cellular",18,"may",727,2,-1,0,"unknown","yes"
54,"technician","married","secondary","no",114,"no","no","cellular",30,"jul",458,3,-1,0,"unknown","yes"
62,"retired","married","tertiary","no",4692,"yes","no","cellular",15,"oct",73,1,-1,0,"unknown","no"
48,"technician","married","secondary","no",256,"yes","no","unknown",29,"may",150,4,-1,0,"unknown","no"
43,"admin.","single","secondary","no",35,"no","no","telephone",9,"nov",208,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",449,"yes","yes","cellular",12,"may",313,2,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",509,"yes","no","cellular",20,"apr",172,1,-1,0,"unknown","no"
46,"admin.","divorced","secondary","no",-637,"yes","no","cellular",17,"nov",153,1,-1,0,"unknown","no"
27,"technician","single","tertiary","no",667,"no","no","cellular",29,"jan",866,2,-1,0,"unknown","yes"
25,"technician","single","tertiary","no",800,"yes","no","unknown",13,"may",151,4,-1,0,"unknown","no"
34,"self-employed","married","tertiary","no",2427,"no","no","telephone",11,"aug",90,3,70,3,"failure","no"
40,"blue-collar","married","secondary","no",1808,"yes","no","cellular",12,"may",560,1,-1,0,"unknown","yes"
55,"admin.","married","tertiary","no",46,"no","no","cellular",29,"aug",59,4,-1,0,"unknown","no"
29,"self-employed","single","tertiary","no",121,"yes","no","unknown",30,"may",1500,2,-1,0,"unknown","yes"
33,"admin.","married","secondary","no",0,"yes","yes","cellular",9,"jul",160,1,-1,0,"unknown","no"
61,"retired","married","secondary","no",77,"no","no","cellular",6,"aug",455,4,-1,0,"unknown","yes"
39,"management","married","tertiary","no",351,"yes","no","unknown",20,"may",999,3,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",468,"yes","no","unknown",8,"may",101,2,-1,0,"unknown","no"
27,"technician","single","secondary","no",1742,"yes","no","unknown",16,"may",787,1,-1,0,"unknown","yes"
40,"technician","single","tertiary","no",1646,"yes","no","cellular",4,"aug",173,1,92,5,"success","yes"
59,"technician","married","secondary","no",316,"no","no","cellular",14,"aug",200,4,-1,0,"unknown","no"
43,"admin.","married","secondary","no",59,"yes","no","cellular",15,"jul",60,3,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",923,"yes","no","unknown",14,"may",249,2,-1,0,"unknown","no"
44,"entrepreneur","married","secondary","no",692,"no","no","unknown",18,"jun",73,4,-1,0,"unknown","no"
48,"self-employed","married","tertiary","no",16,"yes","yes","cellular",18,"nov",214,1,-1,0,"unknown","no"
32,"services","single","tertiary","no",785,"no","no","cellular",3,"jun",273,1,-1,0,"unknown","no"
36,"unemployed","divorced","secondary","no",8267,"no","no","unknown",18,"jun",321,2,-1,0,"unknown","no"
28,"student","single","secondary","no",949,"yes","no","unknown",28,"may",1730,1,-1,0,"unknown","yes"
30,"services","married","secondary","no",1256,"yes","no","cellular",18,"may",123,3,-1,0,"unknown","no"
47,"admin.","married","secondary","no",368,"no","no","cellular",23,"feb",269,1,187,5,"success","yes"
48,"management","divorced","tertiary","no",657,"no","yes","cellular",29,"jan",251,2,-1,0,"unknown","no"
38,"self-employed","divorced","secondary","no",2674,"yes","no","unknown",19,"jun",163,2,-1,0,"unknown","no"
36,"technician","single","secondary","no",376,"no","no","cellular",13,"aug",479,1,-1,0,"unknown","yes"
40,"blue-collar","married","secondary","no",1028,"yes","yes","cellular",17,"apr",319,1,-1,0,"unknown","no"
34,"technician","married","secondary","no",0,"no","no","cellular",28,"aug",183,10,-1,0,"unknown","no"
66,"admin.","married","secondary","no",4041,"no","no","cellular",14,"jun",713,2,-1,0,"unknown","yes"
42,"management","married","tertiary","no",559,"no","no","cellular",19,"aug",88,1,-1,0,"unknown","no"
47,"management","single","tertiary","no",86,"no","no","cellular",30,"apr",387,3,87,1,"success","yes"
67,"admin.","married","primary","no",1093,"no","no","telephone",8,"jul",64,3,-1,0,"unknown","no"
50,"blue-collar","married","primary","no",565,"yes","yes","cellular",28,"aug",36,3,-1,0,"unknown","no"
41,"entrepreneur","married","primary","no",0,"no","no","unknown",16,"jun",630,2,-1,0,"unknown","no"
36,"admin.","single","secondary","no",1328,"no","no","cellular",30,"jul",69,9,-1,0,"unknown","no"
24,"admin.","married","secondary","no",541,"yes","no","unknown",5,"jun",622,4,-1,0,"unknown","no"
51,"retired","divorced","secondary","no",1679,"no","no","cellular",12,"aug",417,1,365,9,"other","yes"
27,"services","single","secondary","no",266,"no","yes","cellular",7,"jul",232,1,-1,0,"unknown","no"
52,"entrepreneur","married","secondary","no",1306,"no","no","cellular",15,"jun",288,1,-1,0,"unknown","yes"
75,"retired","married","secondary","no",3771,"no","no","telephone",16,"oct",186,1,183,1,"failure","yes"
42,"blue-collar","divorced","primary","no",213,"yes","no","cellular",7,"jul",434,3,-1,0,"unknown","yes"
56,"retired","divorced","tertiary","no",158,"no","yes","cellular",21,"jul",854,1,-1,0,"unknown","yes"
54,"retired","divorced","tertiary","no",0,"no","no","unknown",13,"may",618,1,-1,0,"unknown","yes"
39,"technician","single","secondary","no",1355,"yes","no","cellular",14,"may",1180,1,-1,0,"unknown","yes"
53,"blue-collar","married","secondary","no",1103,"yes","yes","cellular",4,"feb",101,2,250,4,"failure","no"
36,"blue-collar","married","primary","no",1177,"no","no","cellular",15,"apr",330,1,311,4,"success","yes"
29,"self-employed","single","tertiary","no",162,"no","yes","cellular",25,"jul",324,1,-1,0,"unknown","no"
68,"retired","divorced","primary","no",695,"no","no","cellular",9,"apr",233,1,-1,0,"unknown","yes"
42,"entrepreneur","married","primary","no",558,"yes","no","cellular",6,"may",186,2,-1,0,"unknown","no"
40,"blue-collar","divorced","secondary","no",0,"yes","no","unknown",6,"may",121,2,-1,0,"unknown","no"
63,"retired","married","tertiary","no",1795,"no","no","cellular",7,"sep",219,1,-1,0,"unknown","yes"
51,"technician","married","secondary","no",337,"yes","no","cellular",20,"aug",687,4,-1,0,"unknown","no"
40,"admin.","single","secondary","no",50,"no","no","cellular",15,"may",837,1,-1,0,"unknown","yes"
51,"blue-collar","married","secondary","no",33,"no","yes","unknown",16,"jun",721,3,-1,0,"unknown","yes"
32,"self-employed","single","tertiary","no",0,"yes","no","cellular",6,"may",767,1,-1,0,"unknown","yes"
